Indicador,Nombre,Descripción,Periodicidad,,
20217,Gobierno estatal y local,Gobierno estatal y local,Mensual,,
20244,Hogares e ISFLSH,Hogares e ISFLSH,Mensual,,
20340,Otras partidas (neto),Otras partidas (neto),Mensual,,
20624,Sociedades no financieras,Sociedades no financieras,Mensual,,
20630,Sociedades públicas no financieras,Sociedades públicas no financieras,Mensual,,
20514,Pasivos,Pasivos,Mensual,,
20070,Billetes y monedas en poder del público,Billetes y monedas en poder del público,Mensual,,
,Depósitos,Depósitos,Mensual,,
20299,ME,ME,Mensual,,
20309,MN,MN,Mensual,,
20448,Otros Pasivos,Otros Pasivos,Mensual,,
20616,Reservas técnicas de seguros,Reservas técnicas de seguros,Mensual,,
,Valores,Valores,Mensual,,
20300,ME,ME,Mensual,,
20310,MN,MN,Mensual,,
,Panorama de otras sociedades de deposito,Panorama de otras sociedades de deposito,Mensual,,
19957,Activos externos netos,Activos externos netos,Mensual,,
19967,Activos frente a no residentes,Activos frente a no residentes,Mensual,,
20520,Pasivos frente a no residentes,Pasivos frente a no residentes,Mensual,,
19974,Activos internos,Activos internos,Mensual,,
,Banco central,Banco central,Mensual,,
20018,Billetes y monedas,Billetes y monedas,Mensual,,
20088,Depósitos,Depósitos,Mensual,,
20671,Valores,Valores,Mensual,,
20206,Gobierno central (neto),Gobierno central (neto),Mensual,,
20212,Gobierno estatal y local,Gobierno estatal y local,Mensual,,
20239,Hogares e ISFLSH,Hogares e ISFLSH,Mensual,,
20336,Otras partidas (neto),Otras partidas (neto),Mensual,,
20358,Otras sociedades financieras,Otras sociedades financieras,Mensual,,
20377,Otras sociedades no financieras,Otras sociedades no financieras,Mensual,,
20625,Sociedades públicas no financieras,Sociedades públicas no financieras,Mensual,,
20529,Pasivos incluidos en la definición de dinero en sentido ampl,Pasivos incluidos en la definición de dinero en sentido amplio,Mensual,,
20132,Depósitos transferibles,Depósitos transferibles,Mensual,,
20444,Otros depósitos y valores,Otros depósitos y valores,Mensual,,
,Panorama de otras sociedades financieras,Panorama de otras sociedades financieras,Mensual,,
19961,Activos externos netos,Activos externos netos,Mensual,,
19971,Activos frente a no residentes,Activos frente a no residentes,Mensual,,
20524,Pasivos frente a no residentes,Pasivos frente a no residentes,Mensual,,
19978,Activos internos,Activos internos,Mensual,,
,Banco central,Banco central,Mensual,,
20021,Billetes y monedas,Billetes y monedas,Mensual,,
20143,Depósitos y valores de encaje,Depósitos y valores de encaje,Mensual,,
20397,Otros activos,Otros activos,Mensual,,
20210,Gobierno central (neto),Gobierno central (neto),Mensual,,
20216,Gobierno estatal y local,Gobierno estatal y local,Mensual,,
20243,Hogares e ISFLSH,Hogares e ISFLSH,Mensual,,
20339,Otras partidas (neto),Otras partidas (neto),Mensual,,
20342,Otras sociedades de depósito,Otras sociedades de depósito,Mensual,,
20623,Sociedades no financieras,Sociedades no financieras,Mensual,,
20629,Sociedades públicas no financieras,Sociedades públicas no financieras,Mensual,,
20513,Pasivos,Pasivos,Mensual,,
20335,Otras obligaciones con el público residente,Otras obligaciones con el público residente,Mensual,,
20615,Reservas técnicas de seguros,Reservas técnicas de seguros,Mensual,,
,Panorama de otros intermediarios financieros,Panorama de otros intermediarios financieros,Mensual,,
19959,Activos externos netos,Activos externos netos,Mensual,,
19969,Activos frente a no residentes,Activos frente a no residentes,Mensual,,
20522,Pasivos frente a no residentes,Pasivos frente a no residentes,Mensual,,
19976,Activos internos,Activos internos,Mensual,,
,Banco central,Banco central,Mensual,,
20020,Billetes y monedas,Billetes y monedas,Mensual,,
20090,Depósitos,Depósitos,Mensual,,
20673,Valores,Valores,Mensual,,
20208,Gobierno central (neto),Gobierno central (neto),Mensual,,
20214,Gobierno estatal y local,Gobierno estatal y local,Mensual,,
20241,Hogares e ISFLSH,Hogares e ISFLSH,Mensual,,
20338,Otras partidas (neto),Otras partidas (neto),Mensual,,
20360,Otras sociedades financieras,Otras sociedades financieras,Mensual,,
20379,Otras sociedades no financieras,Otras sociedades no financieras,Mensual,,
20627,Sociedades públicas no financieras,Sociedades públicas no financieras,Mensual,,
20531,Pasivos incluidos en la definición de dinero en sentido ampl,Pasivos incluidos en la definición de dinero en sentido amplio,Mensual,,
20134,Depósitos transferibles,Depósitos transferibles,Mensual,,
20446,Otros depósitos y valores,Otros depósitos y valores,Mensual,,
,Panorama del Banco Central,Panorama del Banco Central,Mensual,,
19963,Activos Externos Netos,Activos Externos Netos,Mensual,,
,Activos frente a no residentes,Activos frente a no residentes,Mensual,,
19954,Activos de reserva oficial,Activos de reserva oficial,Mensual,,
20396,Otros (AEN),Otros (AEN),Mensual,,
,Pasivos frente a no residentes,Pasivos frente a no residentes,Mensual,,
20083,Corto Plazo,Corto Plazo,Mensual,,
20291,Largo Plazo,Largo Plazo,Mensual,,
20614,Reservas Internacionales Netas,Reservas Internacionales Netas,Mensual,,
19980,Activos Internos,Activos Internos,Mensual,,
20197,Gobierno Central,Gobierno Central,Mensual,,
20357,Otras Sociedades de Depósitos,Otras Sociedades de Depósitos,Mensual,,
20447,Otros Partidas Netas,Otros Partidas Netas,Mensual,,
20499,Otros Sectores,Otros Sectores,Mensual,,
20637,Sociedades Públicas No Financieras,Sociedades Públicas No Financieras,Mensual,,
20013,Base Monetaria amplia,Base Monetaria amplia,Mensual,,
20052,Billetes y monedas en circulación,Billetes y monedas en circulación,Mensual,,
20145,"Depósitos, valores y otros pasivos","Depósitos, valores y otros pasivos",Mensual,,
20578,PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV,PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIVADO POR DESTINO ECONÓMICO EN ME,Mensual,,
19984,"Agricultura, ganadería silvicultura, caza y pesca","Agricultura, ganadería silvicultura, caza y pesca",Mensual,,
20078,"Comercio, restaurantes y hoteles","Comercio, restaurantes y hoteles",Mensual,,
,Consumo,Consumo,Mensual,,
20438,Otros Consumos,Otros Consumos,Mensual,,
20654,Tarjetas de crédito,Tarjetas de crédito,Mensual,,
,Industria,Industria,Mensual,,
20080,Construcción,Construcción,Mensual,,
20334,Otras Industrias,Otras Industrias,Mensual,,
20489,Otros préstamos no clasificados,Otros préstamos no clasificados,Mensual,,
,Servicios,Servicios,Mensual,,
20502,Otros servicios,Otros servicios,Mensual,,
20668,"Transporte, almacenamiento y comunicaciones","Transporte, almacenamiento y comunicaciones",Mensual,,
20756,Vivienda,Vivienda,Mensual,,
20579,Prestamos de las otras sociedades de depósito al sector priv,Prestamos de las otras sociedades de depósito al sector priv,Mensual,,
19985,"Agricultura, ganadería, silvicultura, caza y pesca","Agricultura, ganadería, silvicultura, caza y pesca",Mensual,,
20077,"Comercio, restaurantes y hoteles","Comercio, restaurantes y hoteles",Mensual,,
,Consumo,Consumo,Mensual,,
20437,Otros Consumos,Otros Consumos,Mensual,,
20653,Tarjetas de crédito,Tarjetas de crédito,Mensual,,
,Industria,Industria,Mensual,,
20079,Construcción,Construcción,Mensual,,
20333,Otras Industrias,Otras Industrias,Mensual,,
20488,Otros préstamos no clasificados,Otros préstamos no clasificados,Mensual,,
,Servicios,Servicios,Mensual,,
20501,Otros servicios,Otros servicios,Mensual,,
20667,"Transporte, almacenamiento y comunicaciones","Transporte, almacenamiento y comunicaciones",Mensual,,
20755,Vivienda,Vivienda,Mensual,,
20872,Meta de Inflación,Meta de Inflación definida por el BCCR en el Programa Macroeconómico,Mensual,,
22714,Meta de inflación límite superior,Meta de inflación límite superior,Mensual,,
22715,Meta de inflación límite inferior,Meta de inflación límite inferior,Mensual,,
,Tasas de interés Central Directo,Tasas de interés Central Directo,Diaria,,
21464,Tasa de interés Central Directo 1 día,Tasa de interés Central Directo 1 día,Diaria,,
21465,Tasa de interés Central Directo 2 -6 días,Tasa de interés Central Directo 2 -6 días,Diaria,,
21466,Tasa de interés Central Directo 7-29 días,Tasa de interés Central Directo 7-29 días,Diaria,,
21467,Tasa de interés Central Directo 30-59 días,Tasa de interés Central Directo 30-59 días,Diaria,,
21468,Tasa de interés Central Directo 60-89 días,Tasa de interés Central Directo 60-89 días,Diaria,,
21469,Tasa de interés Central Directo 90-179 días,Tasa de interés Central Directo 90-179 días,Diaria,,
21470,Tasa de interés Central Directo 180-269 dias,Tasa de interés Central Directo 180-269 dias,Diaria,,
21471,Tasa de interés Central Directo 270 - 359 dias,Tasa de interés Central Directo 270 - 359 dias,Diaria,,
21472,Tasa de interés Central Directo 360 - 1079 dias,Tasa de interés Central Directo 360 - 1079 dias,Diaria,,
21473,Tasa de interés Central Directo 1080 - 1799 dias,Tasa de interés Central Directo 1080 - 1799 dias,Diaria,,
21474,Tasa de interés Central Directo 1800 dias,Tasa de interés Central Directo 1800 dias,Diaria,,
,Indicadores Socioeconómicos Nueva Metodología,Indicadores Socioeconómicos Nueva Metodología,Anual,,
,Indicadores de empleo y desempleo encuestra de hogares,Indicadores de empleo y desempleo encuestra de hogares,Anual,,
,"Fuerza de trabajo, empleo, desempleo y subempleo","Fuerza de trabajo, empleo, desempleo y subempleo",Anual,,
21770,Fuerza de trabajo ( FT),Fuerza de trabajo ( FT),Anual,,
21777,Ocupados,Ocupados,Anual,,
21780,Tasa subempleo total,Tasa subempleo total,Anual,,
21781,Subempleo visible,Subempleo visible,Anual,,
21783,Desocupados,Desocupados,Anual,,
21784,No.de personas,No.de personas,Anual,,
21785,Tasa de desempleo abierto,Tasa de desempleo abierto,Anual,,
,Total ocupados por Sector,Total ocupados por Sector,Anual,,
,Total ocupados por Sector,Total ocupados por Sector,Anual,,
,Total ocupados por Sector,Total ocupados por Sector,Anual,,
21792,Sector privado,Sector privado,Anual,,
,Total ocupados Sector Público,Total ocupados Sector Público,Anual,,
,Total ocupados Sector Público,Total ocupados Sector Público,Anual,,
21796,Sector público,Sector público,Anual,,
,Total ocupados Sector Público,Total ocupados Sector Público,Anual,,
21798,Gobierno central,Gobierno central,Anual,,
,Total ocupados Sector Público,Total ocupados Sector Público,Anual,,
21800,Resto sector público,Resto sector público,Anual,,
22551,Organismos internacionales,Organismos internacionales,Anual,,
22552,No bien especificada,No bien especificada,Anual,,
,Población ocupada según industrias,Población ocupada según industrias,Anual,,
21802,"Agricultura, ganadería y pesca","Agricultura, ganadería y pesca",Anual,,
21804,Industria Manufacturera,Industria Manufacturera,Anual,,
21805,"Electricidad, gas y agua","Electricidad, gas y agua",Anual,,
21806,Construcción,Construcción,Anual,,
21807,Comercio y reparación,Comercio y reparación,Anual,,
21808,Hoteles y restaurantes,Hoteles y restaurantes,Anual,,
21809,"Transporte, almacenamiento y comunicaciones","Transporte, almacenamiento y comunicaciones",Anual,,
21810,Establecimientos financieros,Establecimientos financieros,Anual,,
21811,Actividades inmobiliarias y empresariales,Actividades inmobiliarias y empresariales,Anual,,
21812,Administración pública,Administración pública,Anual,,
21813,Enseñanza,Enseñanza,Anual,,
21814,Servicios comunitarios y personales,Servicios comunitarios y personales,Anual,,
21815,Hogares con servicio doméstico,Hogares con servicio doméstico,Anual,,
21816,Organizaciones extraterritoriales,Organizaciones extraterritoriales,Anual,,
,Indicadores demográficos,Indicadores demográficos,Anual,,
,Indicadores que caracterizan la población y los hogares,Indicadores que caracterizan la población y los hogares,Anual,,
21819,Tasa Bruta de participación (FT/PT),Tasa Bruta de participación (FT/PT),Anual,,
21836,Población Total (PT),Población Total (PT),Anual,,
,Variables de ajuste,Variables de ajuste,Anual,,
,Fuerza de Trabajo,Fuerza de Trabajo,Anual,,
21826,Tasa neta de participación( FT/PT 15 años ó más),Tasa neta de participación( FT/PT 15 años ó más),Anual,,
21827,Tasa de ocupación( PO/PT 15 años ó más),Tasa de ocupación( PO/PT 15 años ó más),Anual,,
,Población ocupada según industrias,Población ocupada según industrias,Anual,,
21830,Salud y atención social,Salud y atención social,Anual,,
21831,Actividades no bien especificadas,Actividades no bien especificadas,Anual,,
21832,Población Inactiva,Población Inactiva,Anual,,
21833,Menores de 15 años,Menores de 15 años,Anual,,
21834,15 años o mas,15 años o mas,Anual,,
22120,POSICIÓN DE INVERSIÓN INTERNACIONAL NETA,POSICIÓN DE INVERSIÓN INTERNACIONAL NETA,Trimestral,,
22129,TOTAL ACTIVOS,TOTAL ACTIVOS,Trimestral,,
22030,Activos de reserva,Activos de reserva,Trimestral,,
22052,DERIVADOS FINANCIEROS,DERIVADOS FINANCIEROS,Trimestral,,
22033,Banco Central,Banco Central,Trimestral,,
22056,Gobierno General,Gobierno General,Trimestral,,
22086,Otras sociedades de depósito,Otras sociedades de depósito,Trimestral,,
22104,Otros sectores,Otros sectores,Trimestral,,
22072,INVERSIÓN DE CARTERA,INVERSIÓN DE CARTERA,Trimestral,,
22125,Títulos de deuda,Títulos de deuda,Trimestral,,
22032,Banco Central,Banco Central,Trimestral,,
22055,Gobierno General,Gobierno General,Trimestral,,
22085,Otras sociedades de depósito,otras sociedades de depósito,Trimestral,,
22103,Otros Sectores,Otros Sectores,Trimestral,,
22127,Títulos de participación en el capital,Títulos de participación en el capital,Trimestral,,
22031,Banco Central,Banco Central,Trimestral,,
22054,Gobierno General,Gobierno General,Trimestral,,
22084,Otras sociedades de depósito,Otras sociedades de depósito,Trimestral,,
22102,Otros sectores,Otros sectores,Trimestral,,
22074,INVERSIÓN DIRECTA EN EL EXTRANJERO,INVERSIÓN DIRECTA EN EL EXTRANJERO,Trimestral,,
22078,OTRA INVERSIÓN,OTRA INVERSIÓN,Trimestral,,
22049,Créditos y anticipos comerciales,Créditos y anticipos comerciales,Trimestral,,
22038,Banco Central,Banco Central,Trimestral,,
22061,Gobierno General,Gobierno General,Trimestral,,
22091,Otras sociedades de depósito,otras sociedades de depósito,Trimestral,,
22109,Otros sectores,Otros sectores,Trimestral,,
22076,Moneda y depósitos,Moneda y depósitos,Trimestral,,
22035,Banco Central,Banco Central,Trimestral,,
22058,Gobierno General,Gobierno General,Trimestral,,
22088,Otras sociedades de depósito,Otras sociedades de depósito,Trimestral,,
22106,Otros sectores,Otros sectores,Trimestral,,
22080,Otras cuentas por cobrar,Otras cuentas por cobrar,Trimestral,,
22039,Banco Central,Banco Central,Trimestral,,
22062,Gobierno General,Gobierno General,Trimestral,,
22092,Otras sociedades de depósito,Otras sociedades de depósito,Trimestral,,
22110,Otros sectores,Otros sectores,Trimestral,,
22082,Otras participaciones de capital,otras participaciones de capital,Trimestral,,
22034,Banco Central,Banco Central,Trimestral,,
22057,Gobierno General,Gobierno General,Trimestral,,
22087,Otras sociedades de depósito,otras sociedades de depósito,Trimestral,,
22105,Otros sectores,Otros sectores,Trimestral,,
22121,Préstamos,Préstamos,Trimestral,,
22036,Banco Central,Banco Central,Trimestral,,
22059,Gobierno General,Gobierno General,Trimestral,,
22089,Otras sociedades de depósito,Otras sociedades de depósito,Trimestral,,
22107,Otros sectores,Otros sectores,Trimestral,,
22123,"Seguros, pensiones y mecanismos normalizados de garantía","Seguros, pensiones y mecanismos normalizados de garantía",Trimestral,,
